
9.840,32,43,43,48,2,144,111,52
10.060,32,43,43,48,2,144,113,0
9.980,32,43,43,48,2,144,113,17
10.560,32,43,43,48,2,144,113,34
9.360,31,42,43,48,2,144,109,55
10.000,31,42,43,48,2,144,108,5
10.090,32,42,43,48,2,144,108,22
10.080,32,42,43,48,2,144,108,39
9.800,32,42,43,48,2,144,108,56
10.000,32,42,43,48,2,144,106,7
10.110,32,42,43,48,2,144,106,24
10.050,32,42,43,48,2,144,106,41
9.830,32,42,43,48,2,144,106,58
9.940,31,42,43,48,2,144,109,4
10.190,31,42,43,48,2,144,109,21
10.020,31,42,43,48,2,144,109,38
9.980,31,42,43,48,2,144,109,55
9.750,31,42,43,48,2,144,109,4
10.100,31,42,43,48,2,144,111,19
10.100,31,42,43,48,2,144,111,36
9.820,31,42,43,48,2,144,110,54
9.990,31,42,43,48,2,144,110,3
10.060,31,42,43,48,2,144,111,19
10.120,31,42,43,48,2,144,108,39
9.850,31,42,43,48,2,144,108,56
9.940,31,42,43,48,2,144,108,5
10.070,31,42,43,48,2,144,108,22
10.070,31,42,43,48,2,144,108,39
9.950,31,42,42,48,2,144,108,57
9.880,31,41,42,48,2,144,107,8
10.060,31,42,42,48,2,144,108,23
10.110,31,41,42,48,2,144,107,42
9.840,31,42,43,48,2,144,108,56
9.920,31,42,43,48,2,144,108,5
10.210,31,42,43,48,2,144,108,22
11.260,31,42,43,48,2,144,108,39
8.710,31,42,43,48,2,144,111,53
9.770,31,42,43,48,2,144,110,3
10.110,31,42,43,48,2,144,110,20
10.090,31,42,43,48,2,144,111,36
9.850,31,42,43,48,2,144,110,54
9.970,31,42,42,48,2,144,108,6
10.050,31,42,43,48,2,144,109,21
10.190,31,42,42,48,2,144,108,40
9.760,31,42,43,48,2,144,108,56
9.970,31,42,43,48,2,144,109,4
10.010,31,42,42,48,2,144,108,23
10.130,31,42,42,48,2,144,108,40
9.860,31,42,43,48,2,144,108,56
9.950,31,42,42,48,2,144,108,6
10.030,31,41,42,48,2,144,107,25
10.160,31,42,42,48,2,144,108,40
10.100,31,41,42,48,2,144,107,59
9.650,31,42,43,48,2,144,108,5
10.040,31,42,43,48,2,144,108,22
10.170,31,42,43,48,2,144,110,37
9.960,31,42,43,48,2,144,110,54
9.770,31,42,43,48,2,144,110,3
11.110,31,42,43,48,2,144,110,20
9.120,31,42,43,48,2,144,110,37
9.850,31,42,43,48,2,144,110,54
9.980,31,42,43,48,2,144,109,4
9.970,31,42,43,48,2,144,110,20
10.260,31,42,43,48,2,144,109,38
9.730,31,42,43,48,2,144,110,54
9.980,31,42,43,48,2,144,110,3
10.000,31,42,43,48,2,144,109,21
10.150,31,42,43,48,2,144,110,37
9.850,31,42,43,48,2,144,109,55
9.960,31,42,43,48,2,144,108,5
10.010,31,42,43,48,2,144,109,21
10.190,31,42,43,48,2,144,109,38
9.830,31,42,43,48,2,144,108,56
10.130,32,42,43,48,2,144,110,3
9.970,32,42,43,48,2,144,110,20
10.050,32,42,43,48,2,144,109,38
9.930,32,42,43,48,2,144,110,54
9.990,32,42,43,48,2,144,109,4
9.850,32,42,43,48,2,144,109,21
10.020,32,42,43,48,2,144,109,38
9.990,32,42,43,48,2,144,110,54
11.400,32,42,43,48,2,144,109,4
8.560,32,42,43,48,2,144,108,22
10.480,32,42,43,48,2,144,107,40
9.520,32,42,43,48,2,144,108,56
9.950,32,42,43,48,2,144,108,5
10.010,32,42,43,48,2,144,108,22
10.100,32,42,43,48,2,144,109,38
9.900,32,42,43,48,2,144,109,55
9.950,32,42,43,48,2,144,109,4
10.090,32,42,43,48,2,144,109,21
10.030,32,42,43,48,2,144,109,38
9.880,31,42,43,48,2,144,114,51
10.140,31,42,43,48,2,144,115,15
9.990,31,43,43,48,2,144,116,30
10.540,31,42,43,48,2,144,115,33
9.210,31,42,43,48,2,144,110,54
9.980,31,42,43,48,2,144,110,3
10.110,32,42,43,48,2,144,110,20
10.060,32,42,43,48,2,144,111,36
10.080,32,42,43,48,2,144,110,54
9.820,31,42,43,48,2,144,109,4
10.100,31,42,43,48,2,144,109,21
10.000,31,42,42,48,2,144,108,40
9.890,31,42,43,48,2,144,109,55
9.960,32,42,43,48,2,144,109,4
10.040,32,42,43,48,2,144,108,22
10.050,32,42,43,48,2,144,108,39
9.930,32,42,43,48,2,144,109,55
9.950,32,42,43,48,2,144,109,4
10.100,32,43,43,48,2,144,113,17
10.120,32,43,43,48,2,144,115,32
9.770,31,43,43,48,2,144,115,49
10.140,31,43,43,48,2,144,116,13
9.980,31,43,43,48,2,144,114,16
10.000,31,42,43,48,2,144,113,35
9.990,31,42,43,48,2,144,114,51
9.970,31,43,43,48,2,144,115,14
10.000,31,42,43,48,2,144,114,17
10.010,31,42,43,48,2,144,111,36
9.720,31,42,43,48,2,144,111,53
10.230,31,42,43,48,2,144,110,3
10.030,32,42,43,48,2,144,110,20
10.000,32,42,43,48,2,144,110,37
9.700,32,42,43,48,2,144,109,55
0.500,32,42,43,48,2,144,109,55
0.500,32,42,43,48,2,144,109,55
0.500,32,42,43,48,2,144,109,55
20.250,32,42,43,48,2,144,109,4
10.640,32,42,43,48,2,144,109,21
9.850,32,42,43,48,2,144,109,38
9.730,32,42,42,48,2,144,108,57
10.230,32,42,43,48,2,144,111,2
9.960,31,42,43,48,2,144,112,19
0.500,31,42,43,48,2,144,112,19
20.580,31,42,43,48,2,144,112,36
11.230,31,42,43,48,2,144,112,53
8.500,31,42,43,48,2,144,110,3
10.220,31,42,43,48,2,144,110,20
10.010,31,42,43,48,2,144,109,38
9.730,32,42,43,48,2,144,110,54
10.230,32,42,43,48,2,144,109,4
9.970,32,42,43,48,2,144,107,23
10.010,32,42,43,48,2,144,107,40
9.910,32,42,42,48,2,144,107,58
10.010,32,42,43,48,2,144,107,6
10.010,32,42,42,48,2,144,106,25
10.070,32,42,42,48,2,144,107,41
9.930,32,42,43,48,2,144,107,57
9.760,32,42,43,48,2,144,107,6
10.580,32,42,42,48,2,144,107,24
9.670,32,42,43,48,2,144,109,38
10.240,32,42,43,48,2,144,109,55
9.470,32,42,43,48,2,144,111,2
10.230,31,42,43,48,2,144,111,19
10.030,31,42,43,48,2,144,110,37
9.960,31,42,43,48,2,144,110,54
9.910,31,42,43,48,2,144,111,2
10.010,31,42,43,48,2,144,112,19
